code,product_name,brands,categories,labels,countries_en,quantity(g),url,ingredients_text,allergens,traces,nutriscore_grade,nutriscore_score,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,nova_group,image_url,image_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url
777630324782,steak frites bbq sauce smoked hickory,steak frites st paul,"['sauces', 'barbecue sauces']",unknow,canada,0.355,http://world-en.openfoodfacts.org/product/0777630324782/steak-frites-bbq-sauce-smoked-hickory-steak-frites-st-paul,"['sugars sugar', 'sucre', 'fancy molasses', 'eau', 'tomato paste', 'vinegar', 'modified corn starch', 'sel', 'mustard flour', 'onion powder', 'garlic powder', 'cayenne pepper', 'black pepper. contains: mustard']","['ble(ia)', 'moutarde(ia)']",mustard,b,2.0,125.5,0.1,0.0,6.0,5.0,0.0,0.2,0.3556,4.0,unknow,unknow,https://images.openfoodfacts.org/images/products/077/763/032/4782/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/077/763/032/4782/ingredients_en.4.200.jpg,https://images.openfoodfacts.org/images/products/077/763/032/4782/nutrition_en.7.400.jpg
777744000008,lion's mane mushroom crumble,big mountain foods,[],"no-gmos, non-gmo-project, arômes-naturels, sans-gluten, végétalien, végétarien, à-l'huile-de-tournesol, vegan",canada,300.0,http://world-en.openfoodfacts.org/product/0777744000008/lion-s-mane-mushroom-crumble-big-mountain-foods,"['mushrooms lions mane mushroom', 'portobello mushroom', 'shiitake mushroom', 'eau', 'tomato', 'pea protein', 'carrots', 'coconut oil', 'yellow split peas', 'sunflower oil', 'hemp seed', 'sel', 'dehydrated toasted onion', 'dehydrated tomato', 'dehydrated garlic', 'spice', 'onion powder', 'spice extract', 'sunflower seeds', 'grape puree']",unknown,unknow,c,3.0,543.9,9.0,5.0,8.0,2.0,2.0,9.0,0.65,4.0,https://images.openfoodfacts.org/images/products/077/774/400/0008/front_en.22.400.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0008/front_en.22.200.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0008/ingredients_en.13.400.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0008/ingredients_en.13.200.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0008/nutrition_fr.11.400.jpg
777744000015,the original veggie patty,"big mountain, big mountain foods","['meats', 'meat alternatives', 'meat analogues', 'vegetarian patties']","no gluten, vegetarian, no gmos, vegan, halal, no soy, non gmo project, vegan action, halal inspection & certification canada, women owned, buybc","canada,world",400.0,http://world-en.openfoodfacts.org/product/0777744000015/the-original-veggie-patty-big-mountain,"['fava beans', 'pea starch', 'pea fiber', 'red pepper', 'green peas', 'cold-pressed sunflower oil', 'carrots', 'sunflower seeds', 'coconut oil', 'seasoning salt', 'dehydrated onion', 'dehydrated garlic', 'tomato powder', 'spices', 'paprika']",unknown,unknow,a,3.0,1046.0,11.0,2.5,27.0,2.0,9.0,11.0,0.775,4.0,https://images.openfoodfacts.org/images/products/077/774/400/0015/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0015/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0015/ingredients_en.23.400.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0015/ingredients_en.23.200.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0015/nutrition_en.20.400.jpg
777744000046,cauli crumble veggie grounds,big mountain foods,[],"vegetarian,no gluten,halal,no gmos,vegan,non gmo project,vegan action",canada,340.0,http://world-en.openfoodfacts.org/product/0777744000046/cauli-crumble-veggie-grounds-big-mountain-foods,"['canadian yellow split peas', 'cauliflower', 'red pepper', 'sunflower seeds', 'coconut oil', 'sunflower oil', 'onion', 'sel', 'garlic', 'tomato powder', 'black pepper', 'smoked paprika']",unknown,unknow,a,2.0,887.0,8.24,2.35,34.1,3.53,,12.9,0.618,3.0,https://images.openfoodfacts.org/images/products/077/774/400/0046/front_en.22.400.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0046/front_en.22.200.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0046/ingredients_en.24.400.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0046/ingredients_en.24.200.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0046/nutrition_en.26.400.jpg
777744000077,superfood breakfast bites,big mountain,"['vegetarian patties', 'vegan patties']","no gluten, vegetarian, halal, no gmos, vegan, non gmo project, vegan action, buy bc, halal inspection & certification canada, women owned","canada,world",300.0,http://world-en.openfoodfacts.org/product/0777744000077/superfood-breakfast-bites-big-mountain,"['sweet potato', 'yellow split peas', 'apples', 'spinach', 'rice flour', 'pea fibre', 'coconut oil', 'maple syrup', 'sel', 'spices', 'rosemary', 'thyme', 'dehydrated red bell peppers', 'dehydrated toasted onion', 'garlic powder', 'apple powder', 'dehydrated chives']",['ble(ia)'],unknow,c,8.0,1184.1,10.0,4.17,36.7,8.33,8.33,11.7,1.08,4.0,https://images.openfoodfacts.org/images/products/077/774/400/0077/front_en.36.400.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0077/front_en.36.200.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0077/ingredients_en.21.400.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0077/ingredients_en.21.200.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0077/nutrition_en.38.400.jpg
777744000084,mmm mighty mushroom bites,big mountain foods,"['vegetarian patties', 'vegan patties']","no gluten,vegetarian,halal,no gmos,vegan,no soy,non gmo project,vegan action,buy bc,halal inspection & certification canada,women owned","canada,world",300.0,http://world-en.openfoodfacts.org/product/0777744000084/mmm-mighty-mushroom-bites-big-mountain-foods,"['yellow split peas', 'eau', 'mushrooms', 'carrots', 'coconut oil', 'rice flour', 'sweet potato', 'sel', 'dehydrated toasted onion', 'dehydrated tomato', 'dehydrated garlic', 'spice', 'onion powder', 'spice extract', 'pea fiber', 'spinach', 'hemp seeds', 'chia seeds']",['ble(ia)'],unknow,d,13.0,907.9,8.33,6.67,26.7,1.67,3.33,8.33,1.62,4.0,https://images.openfoodfacts.org/images/products/077/774/400/0084/front_en.20.400.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0084/front_en.20.200.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0084/ingredients_en.29.400.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0084/ingredients_en.29.200.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0084/nutrition_en.26.400.jpg
777744000107,soy-free tofu from fava beans,big mountain,['vegetable-based-foods-and-beverages'],"vegetarian, no gmos, vegan, non gmo project, vegan-action","canada,world",340.194,http://world-en.openfoodfacts.org/product/0777744000107/soy-free-tofu-from-fava-beans-big-mountain,"['fava beans', 'eau', 'sea salt', 'calcium sulphate']",unknown,unknow,a,8.0,344.8,0.0,0.0,0.0,0.0,0.0,18.8,0.147,3.0,https://images.openfoodfacts.org/images/products/077/774/400/0107/front_en.43.400.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0107/front_en.43.200.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0107/ingredients_en.49.400.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0107/ingredients_en.49.200.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0107/nutrition_en.51.400.jpg
777744000121,smoked soy-free tofu firm,big mountain foods,"['aliments d origine vegetale', 'legumes and their products', 'meat alternatives', 'tofu', 'smoked tofu', 'meat-analogues']","vegetarian,no gluten,no gmos,vegan,non gmo project,no soy","canada,world",,http://world-en.openfoodfacts.org/product/0777744000121/smoked-soy-free-tofu-firm-big-mountain-foods,"['fava beans', 'eau', 'sea salt', 'calcium sulphate', 'smoke']",unknown,unknow,a,7.0,298.7,0.0,0.0,0.0,0.0,0.0,18.6,0.161,3.0,https://images.openfoodfacts.org/images/products/077/774/400/0121/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0121/front_fr.3.200.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0121/ingredients_en.14.400.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0121/ingredients_en.14.200.jpg,https://images.openfoodfacts.org/images/products/077/774/400/0121/nutrition_fr.5.400.jpg
777762004088,hot punjabi mix,indianlife,[],"vegetarian, no gmos, no preservatives, vegan, no flavour enhancer, no msg, no trans fat, non gmo project","canada,united states,world",400.0,http://world-en.openfoodfacts.org/product/0777762004088/hot-punjabi-mix-indianlife,"['chickpea flour', 'peanuts', 'split chick peas', 'green peas', 'green lentils', 'brown lentils', 'puffed rice', 'sunflower oil', 'sel', 'red chili powder', 'spices']","['ble(ia)', 'arachides(ia)']",unknow,a,0.0,585.8,11.0,1.0,9.0,1.0,2.0,4.0,0.175,3.0,https://images.openfoodfacts.org/images/products/077/776/200/4088/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/077/776/200/4088/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/077/776/200/4088/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/077/776/200/4088/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/077/776/200/4088/nutrition_en.5.400.jpg
777915888220,soy sauce soya,unknow,[],unknow,canada,,http://world-en.openfoodfacts.org/product/0777915888220/soy-sauce-soya,"[""serving suggestion ingredients: water ⚫ hydrolyzed soy protein⚫ salt. sugar caramel colour • lactic acid sodium benzoate. pientation suggeree · contains: soy. ingredients: eau proteines de soya hydrolysees • sel sucre colorant caramel⚫ • acide lactique benzoate de sodium. contient : soya. shake well before use. refrigerate after opening. bien agiter avant l'ouverture. refrigerer apres ouverture. alimentation akita food inc. anjou quebec hij 1a9 questions? 514-351-8802 450 ml 7 inegar naigre 77915 88822 0""]",['soja(ia)'],unknow,e,20.0,55.8,0.0,0.0,3.3333333333333,3.3333333333333,,1.0,,,https://images.openfoodfacts.org/images/products/077/791/588/8220/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/077/791/588/8220/front_fr.3.200.jpg,https://images.openfoodfacts.org/images/products/077/791/588/8220/ingredients_ar.10.400.jpg,https://images.openfoodfacts.org/images/products/077/791/588/8220/ingredients_ar.10.200.jpg,https://images.openfoodfacts.org/images/products/077/791/588/8220/nutrition_fr.5.400.jpg
777934110043,blueberry muffin,tasty selections,"['sweet snacks', 'biscuits and cakes', 'cakes', 'muffins', 'fruit muffins', 'blueberry muffins', 'miffins']",blueberry muffin,canada,50.0,http://world-en.openfoodfacts.org/product/0777934110043/blueberry-muffin-tasty-selections,"['enriched flourwheat', 'sugar water', 'canola oil', 'liquid whole egg', 'blueberries', 'modified milk ingredients', 'baking powder', 'modified corn starch', 'soya flour', 'calcium propionate', 'soya oil', 'sel', 'canthan gum', 'sodium stearoyl-2-lactylate', 'lecithine', 'citric acid']","['ble(ia)', 'oeufs(ia)', 'lait(ia)', 'soja(ia)']","milk,nuts,soybeans,sulphur-dioxide-and-sulphites,contains: eggs,wheat.may contain: peanuts",c,9.0,1255.2,10.0,1.0,46.0,24.0,2.0,4.0,0.3,4.0,https://images.openfoodfacts.org/images/products/077/793/411/0043/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/077/793/411/0043/front_en.7.200.jpg,https://images.openfoodfacts.org/images/products/077/793/411/0043/ingredients_en.3.400.jpg,https://images.openfoodfacts.org/images/products/077/793/411/0043/ingredients_en.3.200.jpg,https://images.openfoodfacts.org/images/products/077/793/411/0043/nutrition_en.9.400.jpg
778017000152,italian buns,villa di manno,"[""aliments d'origine vegetale"", 'cereales et pommes de terre', 'pains']",à l'huile de tournesol,canada,,http://world-en.openfoodfacts.org/product/0778017000152/italian-buns-villa-di-manno,"['enriched wheat flour', 'eau', 'sel', 'yeast diacetyl tartaric acid esters of mono - and diglycerides', 'calcium carbonate', 'sunflower oil', 'ascorbic acid', 'lipase', 'xylanase', 'amylase', 'l-cysteine hydrochloride', 'sucre', 'canola oil', 'calcium propionate']",['ble(ia)'],unknow,c,6.0,1115.7,2.0833333333333,0.33333333333333,52.5,1.6666666666667,2.5,9.1666666666667,1.375,4.0,https://images.openfoodfacts.org/images/products/077/801/700/0152/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/077/801/700/0152/front_fr.3.200.jpg,unknow,unknow,https://images.openfoodfacts.org/images/products/077/801/700/0152/nutrition_fr.5.400.jpg
778017000299,pâte à pizza,villa du manno bakery,[],"vegan cert,cor kosher",canada,725.0,http://world-en.openfoodfacts.org/product/0778017000299/pate-a-pizza-villa-du-manno-bakery,"['farine de ble enrichie', 'eau', 'sel', 'sucre', 'huile de canova', 'levure', ""ester d'acide diacetyltartrique de mono et diglyceri - des"", 'carbonate de calcium', 'huile de tournesol', 'acide ascorbique', 'lipase', 'xylanase', 'amylase', 'chlorhydrate de l-cysteine']",['ble(ia)'],unknow,c,4.0,917.0,1.3698630136986,0.0,43.835616438356,1.3698630136986,1.3698630136986,8.2191780821918,1.1643835616438,4.0,https://images.openfoodfacts.org/images/products/077/801/700/0299/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/077/801/700/0299/front_fr.3.200.jpg,https://images.openfoodfacts.org/images/products/077/801/700/0299/ingredients_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/077/801/700/0299/ingredients_fr.7.200.jpg,https://images.openfoodfacts.org/images/products/077/801/700/0299/nutrition_fr.5.400.jpg
778177009057,baluchon,l'ancêtre,"['produits fermentes', 'fermented milk products', 'cheeses', 'cow-cheeses']",unknow,canada,145.0,http://world-en.openfoodfacts.org/product/0778177009057/baluchon-l-ancetre,"['sel', 'enzyme microbien', 'chlorure de calcium', 'cultures bacteriennes']",['lait(ia)'],unknow,d,13.0,1534.1,30.0,,0.0,0.0,,23.333333333333,1.3333333333333,3.0,https://images.openfoodfacts.org/images/products/077/817/700/9057/front_fr.6.400.jpg,https://images.openfoodfacts.org/images/products/077/817/700/9057/front_fr.6.200.jpg,https://images.openfoodfacts.org/images/products/077/817/700/9057/ingredients_fr.14.400.jpg,https://images.openfoodfacts.org/images/products/077/817/700/9057/ingredients_fr.14.200.jpg,https://images.openfoodfacts.org/images/products/077/817/700/9057/nutrition_fr.10.400.jpg
778177106985,beurre baratté salé,l'ancêtre,"['matieres grasses', 'produits a tartiner', 'matieres grasses a tartiner', 'matieres grasses animales', 'matiere grasse laitiere', 'dairy-spread', 'beurres', 'beurres sales']","bio, biologique canada",canada,454.0,http://world-en.openfoodfacts.org/product/0778177106985/beurre-baratte-sale-l-ancetre,['sel'],['lait(ia)'],unknow,e,29.0,2928.8,,,0.0,0.0,,0.0,1.875,2.0,https://images.openfoodfacts.org/images/products/077/817/710/6985/front_fr.8.400.jpg,https://images.openfoodfacts.org/images/products/077/817/710/6985/front_fr.8.200.jpg,https://images.openfoodfacts.org/images/products/077/817/710/6985/ingredients_fr.10.400.jpg,https://images.openfoodfacts.org/images/products/077/817/710/6985/ingredients_fr.10.200.jpg,https://images.openfoodfacts.org/images/products/077/817/710/6985/nutrition_fr.12.400.jpg
778177107968,beurre,l'ancêtre,"['matieres grasses', 'produits a tartiner', 'matieres grasses a tartiner', 'matieres grasses animales', 'matiere grasse laitiere', 'dairy-spread', 'beurres']","bio, biologique canada",canada,250.0,http://world-en.openfoodfacts.org/product/0778177107968/beurre-l-ancetre,['sel'],['lait(ia)'],unknow,d,11.0,292.9,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,https://images.openfoodfacts.org/images/products/077/817/710/7968/front_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/077/817/710/7968/front_fr.7.200.jpg,https://images.openfoodfacts.org/images/products/077/817/710/7968/ingredients_fr.18.400.jpg,https://images.openfoodfacts.org/images/products/077/817/710/7968/ingredients_fr.18.200.jpg,https://images.openfoodfacts.org/images/products/077/817/710/7968/nutrition_fr.20.400.jpg
778177149814,fromage suisse sans lactose,l’ancêtre,"['produits fermentes', 'produits laitiers fermentes', 'fromages', 'fromages de suisse']","bio, biologique canada, sans lactose",canada,325.0,http://world-en.openfoodfacts.org/product/0778177149814/fromage-suisse-sans-lactose-l-ancetre,"['sel', 'enzyme microbien', 'microbial enzyme', 'bacterial culture']",['lait(ia)'],unknow,d,13.0,1534.1,26.666666666667,,3.3333333333333,0.0,0.0,,1.3333333333333,,https://images.openfoodfacts.org/images/products/077/817/714/9814/front_fr.19.400.jpg,https://images.openfoodfacts.org/images/products/077/817/714/9814/front_fr.19.200.jpg,https://images.openfoodfacts.org/images/products/077/817/714/9814/ingredients_fr.23.400.jpg,https://images.openfoodfacts.org/images/products/077/817/714/9814/ingredients_fr.23.200.jpg,https://images.openfoodfacts.org/images/products/077/817/714/9814/nutrition_fr.21.400.jpg
778177499575,fromage triple cheddar râpé,l’ancêtre,"['produits fermentes', 'produits laitiers fermentes', 'fromages', 'fromages de vache', 'fromages rapes']",unknow,canada,,http://world-en.openfoodfacts.org/product/0778177499575/fromage-triple-cheddar-rape-l-ancetre,"['sel', 'culture bacterienne', 'enzyme microbien', 'chlorure de calcium']",['lait(ia)'],unknow,d,16.0,1673.6,33.3,,3.33,0.0,0.0,23.3,1.83,4.0,https://images.openfoodfacts.org/images/products/077/817/749/9575/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/077/817/749/9575/front_fr.3.200.jpg,https://images.openfoodfacts.org/images/products/077/817/749/9575/ingredients_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/077/817/749/9575/ingredients_fr.7.200.jpg,https://images.openfoodfacts.org/images/products/077/817/749/9575/nutrition_fr.10.400.jpg
778177499650,fromage suisse râpé,l'ancêtre,"['produits fermentes', 'produits laitiers fermentes', 'fromages', 'fromages rapes']","bio, sans ogm, biologique canada, sans lactose",canada,200.0,http://world-en.openfoodfacts.org/product/0778177499650/fromage-suisse-rape-l-ancetre,"['sel', 'enzyme microbien', 'culture bacterienne']",['lait(ia)'],unknow,d,13.0,1535.5,26.7,,3.33,0.0,0.0,,1.33,3.0,https://images.openfoodfacts.org/images/products/077/817/749/9650/front_fr.8.400.jpg,https://images.openfoodfacts.org/images/products/077/817/749/9650/front_fr.8.200.jpg,https://images.openfoodfacts.org/images/products/077/817/749/9650/ingredients_fr.20.400.jpg,https://images.openfoodfacts.org/images/products/077/817/749/9650/ingredients_fr.20.200.jpg,https://images.openfoodfacts.org/images/products/077/817/749/9650/nutrition_fr.12.400.jpg
778367520652,jelly beans,jus' better,"['snacks sucres', 'confiseries', 'bonbons', 'bonbons gelifies', 'jelly beans']",unknow,canada,,http://world-en.openfoodfacts.org/product/0778367520652/jelly-beans-jus-better,"['sugars sugar', 'glucose syrup', 'glucose-fructose and/or dextrose', 'modified corn starch', 'corn starch', 'caranuba wax', 'mineral oil', 'tartrazine', 'allura red', 'brilliant blue fcf', 'erythrosine']",unknown,unknow,d,17.0,1569.0,0.0,0.0,92.5,,,0.0,0.175,4.0,https://images.openfoodfacts.org/images/products/077/836/752/0652/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/077/836/752/0652/front_fr.3.200.jpg,unknow,unknow,https://images.openfoodfacts.org/images/products/077/836/752/0652/nutrition_fr.5.400.jpg
778367600019,thinga-ma-blobs,frank,"['sweet snacks', 'confectioneries']",unknow,canada,700.0,http://world-en.openfoodfacts.org/product/0778367600019/thinga-ma-blobs-frank,"['sugars glucose syrup', 'modified corn starch', 'gelatin', 'mineral oil', 'petrolatum', 'carnauba wax', 'allura red', 'tartrazine', 'brilliant blue']",unknown,"eggs,gluten,milk,nuts,peanuts,soybeans",d,18.0,1393.3,0.0,0.0,81.0,,0.0,0.476,0.0595,4.0,https://images.openfoodfacts.org/images/products/077/836/760/0019/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0019/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0019/ingredients_en.9.400.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0019/ingredients_en.9.200.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0019/nutrition_en.5.400.jpg
778367600262,jujubes candy,frank,"['sweet snacks', 'confectioneries']",unknow,canada,,http://world-en.openfoodfacts.org/product/0778367600262/jujubes-candy-frank,"['sugar glucose syrup', 'fructose', 'modified corn starch', 'gelatin', 'mineral oil', 'petrolatum', 'carnauba wax', 'allura red', 'brilliant blue', 'tartrazine', 'erythrosine', 'indigotine', 'sunset yellow']",unknown,"eggs,gluten,milk,nuts,peanuts,soybeans",d,18.0,1393.3,0.0,0.0,83.3,,0.0,0.238,0.0595,4.0,https://images.openfoodfacts.org/images/products/077/836/760/0262/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0262/front_en.7.200.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0262/ingredients_en.15.400.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0262/ingredients_en.15.200.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0262/nutrition_en.11.400.jpg
778367600293,milk chocolate & crispy rice bar,frank,"['sweet snacks', 'cocoa and its products', 'chocolates', 'milk chocolates', 'milk chocolate bar']","no peanuts,cor kosher",canada,300.0,http://world-en.openfoodfacts.org/product/0778367600293/milk-chocolate-crispy-rice-bar-frank,"['milk chocolate sugars sugar', 'lactose', 'cocoa butter', 'whole milk powder', 'unsweetened chocolate', 'lecithine', 'vanillin artificial flavour', 'rice crisps milled rice', 'sugars cane sugar', 'sel', 'barley malt']","['soja(ia)', 'lait(ia)']","eggs,gluten",e,31.0,2200.8,28.9,,63.2,,2.63,5.26,0.296,4.0,https://images.openfoodfacts.org/images/products/077/836/760/0293/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0293/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0293/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0293/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0293/nutrition_en.7.400.jpg
778367600316,jelly beans candy,frank,"['sweet snacks', 'confectioneries', 'candies', 'gummi candies', 'jelly beans']",unknow,canada,350.0,http://world-en.openfoodfacts.org/product/0778367600316/jelly-beans-candy-frank,"['corn syrup', 'sucrose', 'modified corn starch', 'gum acacia', ""confectioner's glaze"", 'carnauba wax', 'colour tartrazine', 'white mineral oil']",unknown,"eggs,gluten,milk,nuts,peanuts,soybeans",e,19.0,1531.3,0.0,0.0,92.7,,0.0,0.0,0.0,4.0,https://images.openfoodfacts.org/images/products/077/836/760/0316/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0316/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0316/ingredients_en.9.400.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0316/ingredients_en.9.200.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0316/nutrition_en.8.400.jpg
778367600439,caramel-filled milk chocolate bar,frank,['milk chocolate bar'],"no peanuts,cor kosher",canada,300.0,http://world-en.openfoodfacts.org/product/0778367600439/caramel-filled-milk-chocolate-bar-frank,"['milk chocolate sugars sugar', 'lactose', 'cocoa butter', 'whole milk powder', 'unsweetened chocolate', 'lecithine', 'vanillin', 'caramel filling sugars glucose syrup', 'sucre', 'eau', 'butter', 'coconut oil', 'skim milk powder', 'sel', 'monoglycerides', 'carrageenan']","['soja(ia)', 'lait(ia)']","eggs,gluten",e,26.0,2196.6,30.0,,62.5,32.5,0.0,2.5,0.25,4.0,https://images.openfoodfacts.org/images/products/077/836/760/0439/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0439/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0439/ingredients_en.9.400.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0439/ingredients_en.9.200.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0439/nutrition_en.7.400.jpg
778367600446,gummy bears,frank,"['sweet snacks', 'confectioneries', 'candies', 'gummi candies', 'gummy bears']",unknow,canada,275.0,http://world-en.openfoodfacts.org/product/0778367600446/gummy-bears-frank,"['sugars sugar', 'glucose/fructose', 'modified potato starch', 'modified palm oil', 'modified coconut oil', 'gelatin', 'citric acid', 'lactic acid', 'sodium lactate', 'carnauba wax', 'allura red', 'tartrazine', 'brilliant blue fcf']",unknown,"eggs,gluten,milk,soybeans",d,17.0,1359.8,0.0,,80.0,,,2.5,0.0938,4.0,https://images.openfoodfacts.org/images/products/077/836/760/0446/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0446/front_en.7.200.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0446/ingredients_en.9.400.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0446/ingredients_en.9.200.jpg,https://images.openfoodfacts.org/images/products/077/836/760/0446/nutrition_en.11.400.jpg
778472296817,kefir,unknow,[],kosher,canada,,http://world-en.openfoodfacts.org/product/0778472296817/kefir,"['pasteurized whole goat milk', 'kefir microorganisms', 'bacterial culture. ingredients : lait entier de chevre pasteurise', 'organismes de kefir', 'culture bacterienne. kefir can be effervescent. rounded bottle is normal. le kefir peut etre effervescent. une bouteille arrondie est normale']",['lait(ia)'],unknow,unknow,,251.0,2.4,2.0,5.2,2.0,,4.0,,,https://images.openfoodfacts.org/images/products/077/847/229/6817/front_en.11.400.jpg,https://images.openfoodfacts.org/images/products/077/847/229/6817/front_en.11.200.jpg,https://images.openfoodfacts.org/images/products/077/847/229/6817/ingredients_en.8.400.jpg,https://images.openfoodfacts.org/images/products/077/847/229/6817/ingredients_en.8.200.jpg,https://images.openfoodfacts.org/images/products/077/847/229/6817/nutrition_fr.5.400.jpg
778472333338,goat milk 3.25%,happy days dairies 🇨🇦,"['goat milks', 'pasturized-whole-goat-milk', 'dairy']","kosher,pasteurized,kosher check,product-of-bc-or-alberta,whole-goat-milk,min. 3.25% bf/mg",canada,2.0,http://world-en.openfoodfacts.org/product/0778472333338/goat-milk-3-25-happy-days-dairies-%f0%9f%87%a8%f0%9f%87%a6,['pasteurized whole goat milk'],['lait(ia)'],unknow,c,3.0,267.8,3.6,2.4,4.4,4.4,0.0,3.6,0.125,1.0,https://images.openfoodfacts.org/images/products/077/847/233/3338/front_en.46.400.jpg,https://images.openfoodfacts.org/images/products/077/847/233/3338/front_en.46.200.jpg,https://images.openfoodfacts.org/images/products/077/847/233/3338/ingredients_en.51.400.jpg,https://images.openfoodfacts.org/images/products/077/847/233/3338/ingredients_en.51.200.jpg,https://images.openfoodfacts.org/images/products/077/847/233/3338/nutrition_en.53.400.jpg
778518001092,organic strained tomatoes,italissima,"[""aliments d'origine vegetale"", 'aliments a base de fruits et de legumes', 'legumes et derives', 'tomates et derives']","organic, it-bio-007",canada,680.0,http://world-en.openfoodfacts.org/product/0778518001092/organic-strained-tomatoes-italissima,"['sel', 'citric acid']",unknown,unknow,b,1.0,100.4,0.0,0.0,4.8,4.8,0.0,0.8,1.1,3.0,https://images.openfoodfacts.org/images/products/077/851/800/1092/front_en.32.400.jpg,https://images.openfoodfacts.org/images/products/077/851/800/1092/front_en.32.200.jpg,https://images.openfoodfacts.org/images/products/077/851/800/1092/ingredients_en.34.400.jpg,https://images.openfoodfacts.org/images/products/077/851/800/1092/ingredients_en.34.200.jpg,https://images.openfoodfacts.org/images/products/077/851/800/1092/nutrition_en.20.400.jpg
